-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 6.335000000000000544e-07 6.479999999999999791e-07
-0.000000000000000000e+00 1.428750000000000085e-06 1.219000000000000103e-06
0.000000000000000000e+00 1.469166666666666647e-06 1.510333333333333371e-06
0.000000000000000000e+00 1.530875000000000187e-06 1.711374999999999772e-06
0.000000000000000000e+00 1.631500000000000177e-06 1.861099999999999850e-06
0.000000000000000000e+00 1.764583333333333309e-06 1.981416666666666486e-06
0.000000000000000000e+00 1.917428571428571608e-06 2.088071428571428412e-06
0.000000000000000000e+00 2.079374999999999891e-06 2.191249999999999984e-06
0.000000000000000000e+00 2.243388888888888990e-06 2.296555555555555346e-06
0.000000000000000000e+00 2.405949999999999809e-06 2.406250000000000043e-06
0.000000000000000000e+00 2.565818181818182001e-06 2.520954545454545251e-06
0.000000000000000000e+00 2.723125000000000292e-06 2.640583333333333477e-06
0.000000000000000000e+00 2.878615384615384433e-06 2.764846153846153945e-06
0.000000000000000000e+00 3.033107142857142804e-06 2.893392857142857120e-06
0.000000000000000000e+00 3.187400000000000179e-06 3.026133333333333537e-06
0.000000000000000000e+00 3.342031250000000004e-06 3.162843750000000121e-06
0.000000000000000000e+00 3.497411764705882604e-06 3.303352941176470286e-06
0.000000000000000000e+00 3.653722222222221837e-06 3.447472222222222329e-06
0.000000000000000000e+00 3.811052631578947481e-06 3.594947368421052423e-06
0.000000000000000000e+00 3.969350000000000375e-06 3.745474999999999914e-06
0.000000000000000000e+00 4.128500000000000367e-06 3.898714285714285608e-06
0.000000000000000000e+00 4.288340909090908810e-06 4.054295454545454603e-06
0.000000000000000000e+00 4.448717391304347779e-06 4.211847826086956946e-06
0.000000000000000000e+00 4.609437499999999521e-06 4.371041666666666074e-06
0.000000000000000000e+00 4.770299999999999881e-06 4.531499999999999728e-06
0.000000000000000000e+00 4.931192307692307607e-06 4.692961538461538754e-06
0.000000000000000000e+00 5.091944444444445150e-06 4.855074074074073963e-06
0.000000000000000000e+00 5.252428571428571865e-06 5.017642857142857153e-06
0.000000000000000000e+00 5.412568965517241130e-06 5.180431034482758923e-06
0.000000000000000000e+00 5.572266666666666588e-06 5.343233333333333342e-06
0.000000000000000000e+00 5.731483870967742161e-06 5.505935483870967717e-06
0.000000000000000000e+00 5.890156250000000277e-06 5.668406250000000240e-06
0.000000000000000000e+00 6.048272727272726855e-06 5.830530303030302431e-06
0.000000000000000000e+00 6.205838235294117625e-06 5.992264705882353770e-06
0.000000000000000000e+00 6.362857142857142560e-06 6.153542857142856730e-06
0.000000000000000000e+00 6.519333333333332974e-06 6.314347222222222727e-06
0.000000000000000000e+00 6.675324324324323830e-06 6.474662162162162543e-06
0.000000000000000000e+00 6.830868421052631885e-06 6.634473684210526233e-06
1.282051282051282011e-11 6.986000000000000537e-06 6.793807692307691942e-06
1.250000000000000046e-11 7.140774999999999407e-06 6.952675000000000310e-06
1.219512195121951197e-11 7.295256097560975246e-06 7.111121951219512919e-06
2.380952380952381131e-11 7.449500000000000419e-06 7.269166666666666384e-06
3.488372093023255235e-11 7.603593023255814249e-06 7.426860465116279034e-06
4.545454545454545503e-11 7.757579545454544855e-06 7.584238636363636457e-06
6.666666666666665617e-11 7.911533333333333807e-06 7.741366666666666708e-06
9.782608695652174185e-11 8.065532608695651879e-06 7.898282608695652760e-06
1.276595744680850956e-10 8.219648936170213493e-06 8.055042553191490062e-06
1.666666666666666598e-10 8.373937499999998800e-06 8.211697916666666747e-06
2.244897959183673583e-10 8.528489795918367623e-06 8.368316326530612911e-06
2.899999999999999808e-10 8.683349999999998779e-06 8.524950000000000431e-06
3.823529411764705968e-10 8.838607843137254207e-06 8.681647058823529738e-06
4.807692307692307872e-10 8.994326923076923245e-06 8.838480769230769223e-06
6.132075471698112946e-10 9.150556603773583671e-06 8.995500000000000525e-06
7.777777777777777458e-10 9.307388888888889458e-06 9.152759259259259396e-06
9.727272727272726393e-10 9.464863636363635922e-06 9.310318181818182394e-06
1.205357142857142779e-09 9.623062500000000160e-06 9.468232142857142453e-06
1.482456140350877026e-09 9.782035087719297430e-06 9.626570175438595560e-06
1.818965517241379411e-09 9.941853448275863553e-06 9.785379310344827176e-06
2.211864406779660816e-09 1.010256779661017047e-05 9.944711864406780474e-06
2.666666666666666557e-09 1.026424166666666583e-05 1.010464166666666654e-05
3.213114754098360381e-09 1.042692622950819799e-05 1.026520491803278593e-05
3.838709677419354577e-09 1.059068548387096846e-05 1.042646774193548501e-05
4.563492063492063312e-09 1.075556349206349201e-05 1.058847619047618981e-05
5.406250000000000020e-09 1.092162499999999896e-05 1.075130468749999978e-05
6.369230769230769443e-09 1.108892307692307797e-05 1.091499230769230866e-05
7.462121212121213368e-09 1.125750000000000021e-05 1.107959090909091007e-05
8.716417910447761934e-09 1.142741044776119330e-05 1.124517164179104435e-05
1.013970588235294108e-08 1.159870588235294038e-05 1.141177205882352929e-05
1.173913043478260923e-08 1.177143478260869718e-05 1.157944927536231894e-05
1.355000000000000056e-08 1.194564285714285757e-05 1.174826428571428654e-05
1.557746478873239424e-08 1.212137323943662062e-05 1.191826056338028145e-05
1.784027777777777843e-08 1.229867361111111269e-05 1.208949305555555530e-05
2.036986301369862952e-08 1.247758904109588935e-05 1.226201369863013831e-05
2.318243243243243255e-08 1.265815540540540363e-05 1.243586486486486494e-05
2.629999999999999727e-08 1.284042000000000131e-05 1.261111333333333397e-05
2.974999999999999839e-08 1.302441447368421083e-05 1.278778947368421037e-05
3.355194805194805245e-08 1.321018181818181823e-05 1.296594805194805153e-05
3.773076923076923419e-08 1.339776282051282010e-05 1.314564102564102610e-05
4.232278481012658205e-08 1.358718987341772120e-05 1.332690506329114014e-05
4.734374999999999670e-08 1.377848749999999943e-05 1.350979375000000022e-05
5.283333333333332997e-08 1.397170370370370394e-05 1.369433950617283904e-05
5.881707317073170298e-08 1.416685365853658444e-05 1.388059756097560849e-05
6.532530120481928100e-08 1.436397590361445673e-05 1.406860240963855529e-05
7.238690476190475378e-08 1.456309523809523979e-05 1.425838690476190579e-05
8.004117647058822371e-08 1.476424117647058895e-05 1.445000000000000056e-05
8.831395348837209974e-08 1.496743023255813926e-05 1.464347093023255784e-05
9.724137931034482711e-08 1.517269540229884980e-05 1.483883908045977077e-05
1.068636363636363658e-07 1.538004545454545370e-05 1.503613636363636379e-05
1.172078651685393333e-07 1.558950561797752931e-05 1.523539325842696619e-05
1.283166666666666543e-07 1.580109444444444578e-05 1.543663888888888842e-05
1.402197802197802380e-07 1.601482967032967096e-05 1.563990659340659239e-05
1.529673913043478167e-07 1.623072282608695798e-05 1.584522282608695633e-05
1.665806451612903037e-07 1.644878494623655871e-05 1.605260752688171877e-05
1.811170212765957401e-07 1.666902659574468257e-05 1.626208510638297799e-05
1.966000000000000002e-07 1.689146315789473874e-05 1.647367894736842238e-05
2.130781250000000007e-07 1.711609895833333557e-05 1.668740624999999757e-05
2.305824742268041280e-07 1.734293814432989804e-05 1.690328865979381562e-05
2.491683673469387719e-07 1.757198979591836837e-05 1.712134183673469395e-05
2.688585858585858305e-07 1.780325757575757634e-05 1.734158080808080775e-05
2.897099999999999651e-07 1.803673999999999902e-05 1.756401499999999755e-05
